kickoff_time,team_id,team_difficulty,team,team_difficulty_avg_next_5
2025-02-22,19,5,West Ham,2.4
2025-02-25,19,2,West Ham,3
2025-03-08,19,3,West Ham,2.8
2025-03-15,19,3,West Ham,2.6
2025-04-01,19,2,West Ham,2.8
2025-04-05,19,2,West Ham,3
2025-04-12,19,5,West Ham,2.4
2025-04-19,19,2,West Ham,2.4
2025-04-26,19,2,West Ham,2.5
2025-05-03,19,3,West Ham,2.3333333333333335
2025-05-10,19,3,West Ham,2
2025-05-18,19,2,West Ham,2
2025-05-25,19,2,West Ham,2
2024-08-17,20,5,Wolves,3.2
2024-08-25,20,3,Wolves,3
2024-08-31,20,2,Wolves,3.6
2024-09-15,20,3,Wolves,3.4
2024-09-21,20,4,Wolves,3
2024-09-28,20,4,Wolves,2.6
2024-10-05,20,2,Wolves,2.8
2024-10-19,20,5,Wolves,2.2
2024-10-26,20,2,Wolves,2.4
2024-11-02,20,2,Wolves,2.4
2024-11-09,20,2,Wolves,2.4
2024-11-23,20,3,Wolves,2.2
2024-11-30,20,2,Wolves,2.4
2024-12-03,20,3,Wolves,2.6
2024-12-07,20,2,Wolves,2.6
2024-12-14,20,2,Wolves,3
2024-12-21,20,2,Wolves,3.4
2024-12-26,20,3,Wolves,3.8
2024-12-29,20,4,Wolves,3.6
2025-01-04,20,2,Wolves,4.2
2025-01-15,20,4,Wolves,3.8
2025-01-18,20,4,Wolves,3.4
2025-01-25,20,5,Wolves,2.8
2025-02-01,20,3,Wolves,2.6
2025-02-15,20,5,Wolves,2
2025-02-22,20,2,Wolves,2
2025-02-25,20,2,Wolves,2.2
2025-03-08,20,2,Wolves,2.4
2025-03-15,20,2,Wolves,2.4
2025-04-01,20,2,Wolves,3
2025-04-05,20,2,Wolves,3
2025-04-12,20,3,Wolves,3
2025-04-19,20,3,Wolves,2.8
2025-04-26,20,2,Wolves,3
2025-05-03,20,5,Wolves,2.3333333333333335
2025-05-10,20,2,Wolves,2.5
2025-05-18,20,3,Wolves,2
2025-05-25,20,2,Wolves,2
